Style,Name,Trajectory Type,Kalz Centrality,Global Clustering,Square Clustering,Harmonic Centrality,Betweenness Centrality,Closeness Centrality,Tonnetz,Instruments,Number Of Instr,Tempo,Time Signature 
jigs,jigs_simple_chords_231,Trajectory With Future,0.30418453040077026,0.33333333333333337,0.35125564095720135,6.333333333333333,0.08187134502923976,0.28421052631578947,"[3, 4, 5]",[],0,232,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_234,Trajectory With Future,0.1769649600645637,0.2490196078431372,0.24824458706055874,11.515512265512259,0.12030755314337403,0.10352695123110561,"[3, 4, 5]",[],0,225,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_235,Trajectory With Future,0.1986521251316067,0.2635802469135802,0.3083438288109303,10.794047619047612,0.12010159651669086,0.1342601787487587,"[3, 4, 5]",[],0,212,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_236,Trajectory With Future,0.20496247558890535,0.2992424242424242,0.28107578617388573,9.109523809523804,0.11960132890365448,0.14651162790697672,"[3, 4, 5]",[],0,196,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_237,Trajectory With Future,0.2916454398923169,0.2803030303030303,0.3409922092199105,6.666666666666666,0.11904761904761905,0.26455026455026454,"[3, 4, 5]",[],0,212,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_24,Trajectory With Future,0.2140850677219771,0.2958333333333333,0.3702691059993259,8.549999999999997,0.11943319838056679,0.15427350427350425,"[3, 4, 5]",[],0,232,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_240,Trajectory With Future,0.1448188205353904,0.2386904761904762,0.2812266348305502,13.31540841899907,0.12383292383292384,0.06382260480621137,"[3, 4, 5]",[],0,208,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_241,Trajectory With Future,0.3367852648850453,0.3333333333333333,0.3711592970521542,5.5,0.04920634920634921,0.32666666666666666,"[3, 4, 5]",[],0,147,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_242,Trajectory With Future,0.30269979134209335,0.27638888888888885,0.3748334774544451,7.666666666666666,0.09021268586485977,0.2768878718535469,"[3, 4, 5]",[],0,208,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_243,Trajectory With Future,0.1873446099242101,0.26041666666666663,0.31976003070971337,11.275793650793641,0.12211981566820276,0.11299235743680187,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_246,Trajectory With Future,0.1725043837247358,0.2765765765765765,0.2582574505646562,11.692135642135636,0.121765601217656,0.09246575342465753,"[3, 4, 5]",[],0,214,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_247,Trajectory With Future,0.28192393749001743,0.23095238095238096,0.30415779836893103,8.25,0.09211775878442546,0.24074074074074073,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_248,Trajectory With Future,0.20132957177641655,0.2679012345679012,0.25180138515148714,10.553968253968248,0.11611030478955008,0.12504624491305955,"[3, 4, 5]",[],0,216,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_249,Trajectory With Future,0.1673757666178605,0.28849206349206347,0.3693627748296923,14.211904761904755,0.12606523655598004,0.10947574080104201,"[3, 4, 5]",[],0,200,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_25,Trajectory With Future,0.11275299966360455,0.2657004830917874,0.25079886144243635,13.041831601715154,0.12408759124087591,0.04927273695988065,"[3, 4, 5]",[],0,219,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_252,Trajectory With Future,0.2071386027882004,0.2341269841269841,0.2611391532297278,8.93333333333333,0.11707317073170731,0.1524390243902439,"[3, 4, 5]",[],0,227,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_253,Trajectory With Future,0.23091467464848978,0.22539682539682535,0.25587222148524036,9.766666666666662,0.09611075452859794,0.16260162601626016,"[3, 4, 5]",[],0,205,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_254,Trajectory With Future,0.25271621504254443,0.2601851851851852,0.28168314564137287,9.149999999999999,0.10168067226890756,0.18766233766233767,"[3, 4, 5]",[],0,174,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_255,Trajectory With Future,0.16298338089500158,0.24747474747474746,0.2457625494649255,10.554761904761895,0.12259615384615385,0.10034296913277806,"[3, 4, 5]",[],0,229,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_258,Trajectory With Future,0.3094426920949241,0.3416666666666667,0.35658185068899356,6.333333333333333,0.1101364522417154,0.28421052631578947,"[3, 4, 5]",[],0,225,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_259,Trajectory With Future,0.23414715664710734,0.2754385964912281,0.2945523804354064,9.399999999999999,0.10810810810810811,0.18243243243243246,"[3, 4, 5]",[],0,212,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_26,Trajectory With Future,0.24318884200180685,0.2805555555555555,0.34788613451308137,9.2,0.12184873949579833,0.19202657807308968,"[3, 4, 5]",[],0,160,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_260,Trajectory With Future,0.25029362112088144,0.2657407407407407,0.3935534289997218,9.45,0.1184873949579832,0.2013937282229965,"[3, 4, 5]",[],0,228,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_261,Trajectory With Future,0.34122694306799606,0.26041666666666663,0.35779742917900814,5.5,0.06825396825396825,0.32666666666666666,"[3, 4, 5]",[],0,154,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_264,Trajectory With Future,0.20184805984977644,0.296875,0.47730005437192236,12.385714285714279,0.12007168458781362,0.13037579704246371,"[2, 3, 7]",[],0,217,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_265,Trajectory With Future,0.3644139593145579,0.2857142857142857,0.4371572871572872,5.0,0.07478632478632478,0.34615384615384615,"[3, 4, 5]",[],0,194,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_266,Trajectory With Future,0.21357084981297458,0.2540229885057471,0.3463398226150543,11.544047619047614,0.1316311612364244,0.13618203925655725,"[3, 4, 5]",[],0,184,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_267,Trajectory With Future,0.16195989737743524,0.2696078431372549,0.26931962003562904,10.541702741702736,0.11759384893713253,0.09505106048703849,"[3, 4, 5]",[],0,228,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_27,Trajectory With Future,0.15118947083342085,0.26904761904761904,0.3422290917578474,12.222655122655116,0.06937285223367698,0.0781334780249593,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 4/4>, <music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 4/4>]"
jigs,jigs_simple_chords_270,Trajectory With Future,0.21835858712465495,0.2955128205128205,0.5337552479487969,11.966666666666665,0.12071895424836598,0.16124871001031993,"[3, 4, 5]",[],0,226,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_271,Trajectory With Future,0.30978511996830993,0.2863636363636364,0.4041397087133959,7.166666666666666,0.10515873015873016,0.2801120448179272,"[3, 4, 5]",[],0,216,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_272,Trajectory With Future,0.1910753453238867,0.26,0.29554966496581403,9.502380952380946,0.12159863945578231,0.1291769455034761,"[3, 4, 5]",[],0,224,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_273,Trajectory With Future,0.2590560984700224,0.2857142857142857,0.3264954424313396,7.499999999999999,0.10256410256410257,0.21583652618135377,"[3, 4, 5]",[],0,237,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_276,Trajectory With Future,0.3126407950117185,0.18333333333333332,0.3618924760539667,6.333333333333333,0.08771929824561403,0.28421052631578947,"[3, 4, 5]",[],0,205,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_277,Trajectory With Future,0.2856944458550917,0.24523809523809523,0.3326197564117218,8.25,0.08547008547008547,0.24074074074074073,"[3, 4, 5]",[],0,219,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_278,Trajectory With Future,0.16766471218149845,0.19166666666666665,0.318715459207536,14.931746031746021,0.1245987308697275,0.10022686025408348,"[3, 4, 5]",[],0,120,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_279,Trajectory With Future,0.24842405019036534,0.2435185185185185,0.3150098422706749,9.283333333333331,0.09204700061842919,0.19659863945578232,"[3, 4, 5]",[],0,236,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_282,Trajectory With Future,0.22747357273346658,0.23560606060606057,0.29165142477773087,10.266666666666664,0.11517165005537099,0.16812809759817002,"[3, 4, 5]",[],0,190,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_283,Trajectory With Future,0.22747357273346658,0.23560606060606057,0.29165142477773087,10.266666666666664,0.11517165005537099,0.16812809759817002,"[3, 4, 5]",[],0,190,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_284,Trajectory With Future,0.23841676168810033,0.234375,0.29559526639863354,8.033333333333331,0.12043010752688171,0.1961639058413252,"[3, 4, 5]",[],0,221,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_285,Trajectory With Future,0.2539954807038737,0.27380952380952384,0.3211630822101097,7.583333333333332,0.11965811965811966,0.22354497354497355,"[3, 4, 5]",[],0,192,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_288,Trajectory With Future,0.23008103581166636,0.24047619047619045,0.3500635138086413,10.009523809523808,0.12073170731707317,0.17738359201773837,"[3, 4, 5]",[],0,192,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_289,Trajectory With Future,0.25917639911316415,0.27380952380952384,0.3039662705598703,7.499999999999999,0.11396011396011396,0.21583652618135377,"[3, 4, 5]",[],0,215,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_290,Trajectory With Future,0.1555860215479837,0.2751515151515151,0.3207447423474167,13.494364171260447,0.12385321100917432,0.06461906661348225,"[3, 4, 5]",[],0,204,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_291,Trajectory With Future,0.20738311226828973,0.2698412698412699,0.28407269296893173,8.826190476190472,0.11707317073170731,0.150093808630394,"[3, 4, 5]",[],0,192,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_294,Trajectory With Future,0.21091457300682076,0.2708333333333333,0.2891474071132456,8.73333333333333,0.10526315789473684,0.15959328028293546,"[3, 4, 5]",[],0,212,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_295,Trajectory With Future,0.251026211575983,0.24351851851851855,0.2879760115173551,9.533333333333333,0.08999417948997783,0.20642857142857143,"[3, 4, 5]",[],0,211,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_296,Trajectory With Future,0.26883342152054607,0.2552083333333333,0.3857832414345114,9.250000000000002,0.1043010752688172,0.24193548387096775,"[3, 4, 5]",[],0,173,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_297,Trajectory With Future,0.31401928045301075,0.18571428571428572,0.36615801254939523,9.166666666666668,0.08641975308641976,0.2845117845117845,"[3, 4, 5]",[],0,213,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_3,Trajectory With Future,0.1628589531703668,0.24285714285714285,0.290487229868521,10.545670995670989,0.12489343563512362,0.09256145407959004,"[3, 4, 5]",[],0,227,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_30,Trajectory With Future,0.16598540451797456,0.2601010101010101,0.28239619601802285,9.577056277056275,0.12307692307692308,0.08752136752136754,"[3, 4, 5]",[],0,228,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_300,Trajectory With Future,0.21107593603269623,0.2625,0.2704333862891783,8.766666666666664,0.11875843454790823,0.15959328028293546,"[3, 4, 5]",[],0,210,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_301,Trajectory With Future,0.2928105201383898,0.2727272727272727,0.33705620991405855,6.666666666666666,0.1,0.26455026455026454,"[3, 4, 5]",[],0,203,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_302,Trajectory With Future,0.17087741829722905,0.26075268817204295,0.2588384502366512,10.318650793650784,0.12076502732240438,0.10691375623663578,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_303,Trajectory With Future,0.26806427596601334,0.2739583333333333,0.3917557611766237,8.73333333333333,0.1010752688172043,0.21347248576850095,"[3, 4, 5]",[],0,192,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_306,Trajectory With Future,0.22655772203284066,0.24537037037037035,0.27331120287771427,8.399999999999997,0.11764705882352942,0.17202380952380952,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_307,Trajectory With Future,0.28061297727374196,0.275,0.3347206799670755,8.5,0.09824311490978156,0.26080246913580246,"[3, 4, 5]",[],0,198,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_308,Trajectory With Future,0.21412600320730474,0.25763888888888886,0.309715569166978,10.60238095238095,0.12257169287696577,0.1585256218160024,"[3, 4, 5]",[],0,240,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_309,Trajectory With Future,0.20424085190068242,0.27466666666666667,0.29597973229742525,10.451190476190472,0.11522108843537414,0.14335490293678446,"[3, 4, 5]",[],0,213,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_31,Trajectory With Future,0.19044664073725617,0.23076923076923078,0.2966745803134536,9.62182539682539,0.12235294117647058,0.1213356629780625,"[3, 4, 5]",[],0,225,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_312,Trajectory With Future,0.14802973548761125,0.26870748299319724,0.24772717776865447,12.534169790477831,0.12177835051546392,0.07111550095684918,"[3, 4, 5]",[],0,213,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_313,Trajectory With Future,0.34826131767817,0.30666666666666664,0.37079459548345794,7.333333333333333,0.06510721247563353,0.32793522267206476,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_314,Trajectory With Future,0.23241609615252573,0.2616666666666666,0.2647920299221468,9.16785714285714,0.11875843454790823,0.1652930402930403,"[3, 4, 5]",[],0,227,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_315,Trajectory With Future,0.25252771398292667,0.2176470588235294,0.3154347464130072,8.23333333333333,0.11931818181818182,0.1847041847041847,"[2, 3, 7]",[],0,196,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_318,Trajectory With Future,0.21689667724745795,0.225,0.29292102401239795,8.799999999999995,0.1214574898785425,0.15959328028293546,"[3, 4, 5]",[],0,200,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_319,Trajectory With Future,0.3711433153600894,0.17857142857142858,0.37046818727490993,5.0,0.07692307692307693,0.34615384615384615,"[3, 4, 5]",[],0,218,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_32,Trajectory With Future,0.32365791203382266,0.2712121212121212,0.3924721376752881,7.5,0.10714285714285715,0.31746031746031744,"[3, 4, 5]",[],0,207,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_320,Trajectory With Future,0.212458536476234,0.3253968253968254,0.33014998639477483,8.88333333333333,0.12073170731707317,0.150093808630394,"[3, 4, 5]",[],0,234,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_321,Trajectory With Future,0.14131140325573188,0.26851851851851855,0.26393976466549207,11.509870684870677,0.12334014300306435,0.07398914622028586,"[3, 4, 5]",[],0,208,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_324,Trajectory With Future,0.2839866370111353,0.2733333333333333,0.7843070287341836,8.916666666666668,0.11945812807881774,0.2503192848020434,"[3, 4, 5]",[],0,196,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_325,Trajectory With Future,0.12553724116505752,0.22,0.2514690686641048,14.049495089239803,0.12724469435878832,0.046698447080494275,"[3, 4, 5]",[],0,206,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_326,Trajectory With Future,0.2705678002266529,0.28205128205128205,0.3269923340161096,7.166666666666666,0.09000000000000001,0.22153846153846155,"[3, 4, 5]",[],0,165,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_327,Trajectory With Future,0.21295556329542872,0.24166666666666664,0.2835267850452551,8.709523809523807,0.10526315789473684,0.1568883094306823,"[3, 4, 5]",[],0,176,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_33,Trajectory With Future,0.21046923837123446,0.2818840579710145,0.32063223163834836,9.302380952380947,0.12222222222222222,0.1434074074074074,"[3, 4, 5]",[],0,215,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_330,Trajectory With Future,0.1847173826629894,0.24074074074074073,0.27651162793729356,9.574206349206344,0.12191582002902758,0.11287360160293872,"[3, 4, 5]",[],0,224,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_331,Trajectory With Future,0.20371217340369566,0.28555555555555556,0.38550659562797757,12.469047619047616,0.11153321644262612,0.1397474243934862,"[2, 3, 7]",[],0,212,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_332,Trajectory With Future,0.2076833437628646,0.28800000000000003,0.3306116810789607,10.338492063492058,0.11904761904761904,0.14335490293678446,"[3, 4, 5]",[],0,170,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_333,Trajectory With Future,0.26868276572702854,0.2711111111111111,0.3029271956921726,8.583333333333332,0.0935800652549421,0.2330558858501784,"[3, 4, 5]",[],0,216,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_336,Trajectory With Future,0.305616156920938,0.2833333333333333,0.3810959266649804,6.333333333333333,0.11695906432748537,0.28421052631578947,"[1, 2, 9]",[],0,232,[<music21.meter.TimeSignature 6/8>]
jigs,jigs_simple_chords_337,Trajectory With Future,0.18821948512839146,0.2533333333333333,0.28214277629557766,8.723015873015871,0.12244897959183673,0.1130298273155416,"[3, 4, 5]",[],0,216,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_338,Trajectory With Future,0.3367852648850453,0.3333333333333333,0.3711592970521542,5.5,0.04920634920634921,0.32666666666666666,"[3, 4, 5]",[],0,228,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_339,Trajectory With Future,0.17868815231234192,0.2771428571428572,0.3491630921094921,12.557936507936502,0.12190963341858482,0.11882002261280707,"[3, 4, 5]",[],0,207,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_36,Trajectory With Future,0.21439184769916597,0.2350574712643678,0.34434637257712086,12.620238095238093,0.10836466165413533,0.15629984051036683,"[3, 4, 5]",[],0,216,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_37,Trajectory With Future,0.24044672048756902,0.1912280701754386,0.3101501409853813,8.766666666666664,0.12012012012012012,0.15921375921375922,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_38,Trajectory With Future,0.2630846904703015,0.18229166666666666,0.2982506762691997,8.783333333333331,0.12688172043010754,0.21994134897360704,"[3, 4, 5]",[],0,217,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_39,Trajectory With Future,0.20528734991241107,0.29866666666666664,0.34183983034494575,10.749999999999995,0.10884353741496598,0.15467239527389903,"[3, 4, 5]",[],0,227,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_42,Trajectory With Future,0.23024192854779552,0.30579710144927535,0.5181052500885187,11.200000000000001,0.11868686868686869,0.18229755178907722,"[2, 3, 7]",[],0,197,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_43,Trajectory With Future,0.32616818571833406,0.18484848484848485,0.33674961868797915,7.333333333333333,0.08095238095238096,0.2976190476190476,"[3, 4, 5]",[],0,211,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_44,Trajectory With Future,0.19524895503475834,0.23476190476190475,0.27896222434954926,12.966269841269837,0.12276214833759591,0.12596709164214884,"[3, 4, 5]",[],0,218,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_45,Trajectory With Future,0.1685243340134689,0.2801801801801802,0.28437414471219286,11.933802308802301,0.1173896499238965,0.09648600357355569,"[3, 4, 5]",[],0,222,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_48,Trajectory With Future,0.34286190940906425,0.28125,0.4024866998081284,5.5,0.06507936507936508,0.32666666666666666,"[3, 4, 5]",[],0,237,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_49,Trajectory With Future,0.20686982187529115,0.258974358974359,0.2860264415771948,10.502380952380946,0.09830585971762439,0.13320545609548165,"[3, 4, 5]",[],0,236,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_50,Trajectory With Future,0.1876287426971432,0.2531531531531532,0.32070721618954345,13.567460317460313,0.11986301369863013,0.11757234872539235,"[3, 4, 5]",[],0,210,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_51,Trajectory With Future,0.30670852212117594,0.25151515151515147,0.37569262467324555,6.916666666666666,0.1,0.2801120448179272,"[3, 4, 5]",[],0,232,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_54,Trajectory With Future,0.22136173387943436,0.31578947368421045,0.34948513087734495,8.43333333333333,0.11561561561561562,0.16522182559918408,"[3, 4, 5]",[],0,234,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_55,Trajectory With Future,0.20919724828833358,0.2486111111111111,0.27001270321516496,10.409523809523805,0.09309656989954197,0.15209890741805634,"[3, 4, 5]",[],0,234,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_56,Trajectory With Future,0.21416572063553638,0.2958333333333333,0.2586600343754685,8.799999999999995,0.1214574898785425,0.15959328028293546,"[3, 4, 5]",[],0,225,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_57,Trajectory With Future,0.23679952886573627,0.30729166666666663,0.2993091226280326,7.999999999999999,0.11612903225806452,0.1961639058413252,"[3, 4, 5]",[],0,216,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_6,Trajectory With Future,0.28514742070778276,0.3202380952380953,0.3142492108097331,8.5,0.08936372269705603,0.26080246913580246,"[1, 2, 9]",[],0,215,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 9/8>, <music21.meter.TimeSignature 9/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_60,Trajectory With Future,0.24911931641310198,0.20964912280701756,0.31575347106036233,9.950000000000001,0.08858858858858859,0.20364550597108738,"[3, 4, 5]",[],0,205,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
jigs,jigs_simple_chords_61,Trajectory With Future,0.2940336793081818,0.21666666666666665,0.39641731995163304,7.416666666666666,0.11857707509881422,0.2768878718535469,"[3, 4, 5]",[],0,214,"[<music21.meter.TimeSignature 6/8>, <music21.meter.TimeSignature 6/8>]"
